"geneID"	"LogFC"
"ZNF585B"	0.71
"ANKRD29"	0.7
"APOL1"	0.7
"CD82"	0.7
"CDR2"	0.7
"CEACAM19"	0.7
"HAUS3"	0.7
"HINT3"	0.7
"HVCN1"	0.7
"LIG4"	0.7
"ODF3L2"	0.7
"OLFML3"	0.7
"PDE2A"	0.7
"PI4KA"	0.7
"PINLYP"	0.7
"PPP4R1"	0.7
"PTPRE"	0.7
"RFFL"	0.7
"RP11-175P19.2"	0.7
"SPRY4"	0.7
"SYS1"	0.7
"TAPBPL"	0.7
"TMEM19"	0.7
"TMEM65"	0.7
"TSTD3"	0.7
"UNC93B1"	0.7
"ZC2HC1C"	0.7
"ZFHX2"	0.7
"ZNF268"	0.7
"ZSWIM3"	0.7
"AKR1C1"	0.69
"ATG12P2"	0.69
"C1orf234"	0.69
"CARNS1"	0.69
"CDKN1A"	0.69
"CHKB-CPT1B"	0.69
"CTC-559E9.6"	0.69
"CTF1"	0.69
"CTIF"	0.69
"EGR2"	0.69
"FAM43A"	0.69
"HSD3B1"	0.69
"IGF1R"	0.69
"KATNB1"	0.69
"MAGT1"	0.69
"MRAS"	0.69
"NOX4"	0.69
"P3H4"	0.69
"PIWIL4"	0.69
"PRUNE2"	0.69
"RCSD1"	0.69
"RP11-146E13.5"	0.69
"RP11-159F24.2"	0.69
"RP11-452D2.2"	0.69
"RPL13P12"	0.69
"SEL1L3"	0.69
"SQLE"	0.69
"VIT"	0.69
"ZNF462"	0.69
"ZNF607"	0.69
"AC244489.1"	0.68
"ADAMTS1"	0.68
"ADGRF3"	0.68
"ANXA11"	0.68
"APOBEC4"	0.68
"BRINP3"	0.68
"CAMK2D"	0.68
"CBS"	0.68
"CCPG1"	0.68
"CHRNA1"	0.68
"CIB2"	0.68
"DZANK1"	0.68
"EBF1"	0.68
"FAM169B"	0.68
"FAM21FP"	0.68
"FAM63A"	0.68
"FN1"	0.68
"LGALS14"	0.68
"LLNLF-173C4.2"	0.68
"LY6E"	0.68
"METTL4"	0.68
"MSTO1"	0.68
"NANOGP5"	0.68
"OPRD1"	0.68
"PCDHGB6"	0.68
"PTGES2"	0.68
"RAB40A"	0.68
"RECQL4"	0.68
"RP11-1012A1.4"	0.68
"RP11-115M14.1"	0.68
"RP11-586D19.1"	0.68
"RP11-791G16.2"	0.68
"SYNPO2"	0.68
"TLR6"	0.68
"TPCN1"	0.68
"TRIM69"	0.68
"ZNF33B"	0.68
"ZNF467"	0.68
"ZNF568"	0.68
"ADAMTS14"	0.67
"ANGPT1"	0.67
"AP1S3"	0.67
"BCRP3"	0.67
"BDKRB2"	0.67
"CTD-2616J11.11"	0.67
"CYGB"	0.67
"DHCR24"	0.67
"DNAJC18"	0.67
"DUSP28"	0.67
"EMBP1"	0.67
"FMO5"	0.67
"GPHN"	0.67
"HLA-DQB1"	0.67
"LDOC1L"	0.67
"LENG9"	0.67
"NCF2"	0.67
"P2RX6"	0.67
"PTX3"	0.67
"RGL3"	0.67
"RNASEH2B"	0.67
"RPL29P14"	0.67
"SPNS2"	0.67
"TCEANC2"	0.67
"TCEB1P33"	0.67
"TMEM173"	0.67
"XPOT"	0.67
"AC006042.8"	0.66
"AC015691.13"	0.66
"ADD3"	0.66
"ANKLE1"	0.66
"BIN1"	0.66
"CAPRIN2"	0.66
"CCDC97"	0.66
"CDC34"	0.66
"CLSTN3"	0.66
"EBI3"	0.66
"FADS1"	0.66
"FAM86C2P"	0.66
"GRK5"	0.66
"GTF2IP5"	0.66
"INO80B-WBP1"	0.66
"INPP5E"	0.66
"LMOD3"	0.66
"LTBR"	0.66
"MBD1"	0.66
"MGAT4A"	0.66
"MST1P2"	0.66
"MTCP1"	0.66
"NEK1"	0.66
"PARM1"	0.66
"PHF11"	0.66
"RCN3"	0.66
"RFNG"	0.66
"RHEBP1"	0.66
"SLC1A3"	0.66
"SPTBN2"	0.66
"SPTY2D1"	0.66
"STK19"	0.66
"TDRKH"	0.66
"TNFRSF1A"	0.66
"WIPF2"	0.66
"WNT11"	0.66
"ZNF543"	0.66
"ACSF2"	0.65
"B3GALT5"	0.65
"BCORL1"	0.65
"C7orf57"	0.65
"CA11"	0.65
"CA7"	0.65
"CASZ1"	0.65
"CDHR4"	0.65
"CYP4F35P"	0.65
"DHRS13"	0.65
"DPYSL2"	0.65
"EHF"	0.65
"IL27RA"	0.65
"JAZF1"	0.65
"LAMA1"	0.65
"LIF"	0.65
"MAPK13"	0.65
"MCTS2P"	0.65
"MGAT5B"	0.65
"MXRA8"	0.65
"NCR3LG1"	0.65
"PARP14"	0.65
"PEX3"	0.65
"PEX5"	0.65
"RAB30"	0.65
"RHBDF2"	0.65
"RHOT2"	0.65
"RP11-762H8.2"	0.65
"RPL7P23"	0.65
"RSC1A1"	0.65
"SLC23A3"	0.65
"SLC9C2"	0.65
"SPIB"	0.65
"STRN4"	0.65
"SUV39H2"	0.65
"TBC1D3B"	0.65
"TMOD4"	0.65
"TRIM47"	0.65
"TTC30B"	0.65
"UBE2SP2"	0.65
"ZBP1"	0.65
"ZBTB14"	0.65
"ZNF432"	0.65
"AC112497.1"	0.64
"BASP1"	0.64
"CALHM2"	0.64
"CASP16P"	0.64
"CATSPERB"	0.64
"COL5A3"	0.64
"DESI1"	0.64
"DNAJA4"	0.64
"FFAR4"	0.64
"FTH1"	0.64
"GSTM2"	0.64
"HHIPL2"	0.64
"KB-1980E6.2"	0.64
"KCNE2"	0.64
"NLRC5"	0.64
"RP11-301G23.1"	0.64
"RP11-309L24.6"	0.64
"RP11-423H2.1"	0.64
"RXFP2"	0.64
"SIX4"	0.64
"SLFN5"	0.64
"SNX29P2"	0.64
"TCN2"	0.64
"TM4SF1"	0.64
"TNFRSF8"	0.64
"TRPM3"	0.64
"TXNDC15"	0.64
"USP29"	0.64
"ZIK1"	0.64
"ZNF221"	0.64
"ZNF438"	0.64
"ZNF532"	0.64
"AASS"	0.63
"ABCD1"	0.63
"ALOX15"	0.63
"ARX"	0.63
"ASS1P1"	0.63
"BSG"	0.63
"CALN1"	0.63
"CAV1"	0.63
"CFAP65"	0.63
"COL6A6"	0.63
"CTB-75G16.1"	0.63
"CYB561"	0.63
"DNAJB7"	0.63
"EPHX4"	0.63
"FLG"	0.63
"GATA3"	0.63
"HACD4"	0.63
"HIST1H3G"	0.63
"HIST1H4E"	0.63
"IL18R1"	0.63
"KCTD11"	0.63
"KIAA0895"	0.63
"MTSS1"	0.63
"MYO1F"	0.63
"PIK3R5"	0.63
"PTGR1"	0.63
"QSOX1"	0.63
"RP1-206D15.5"	0.63
"RP1-217P22.2"	0.63
"RP11-154D6.2"	0.63
"RPL7AP11"	0.63
"SERPINF2"	0.63
"SKAP1"	0.63
"SMIM10L2B"	0.63
"UQCRFS1P1"	0.63
"UTS2R"	0.63
"VPS26BP1"	0.63
"ZNF321P"	0.63
"ZNRF1"	0.63
"ACOT2"	0.62
"ANKRD44"	0.62
"ARSK"	0.62
"C2orf70"	0.62
"CDH12"	0.62
"CNTNAP4"	0.62
"ETFBKMT"	0.62
"FAM234A"	0.62
"FEZ1"	0.62
"FRRS1"	0.62
"FSIP1"	0.62
"GABRR1"	0.62
"GPAM"	0.62
"GRAMD1A"	0.62
"HCN2"	0.62
"HMGB1P39"	0.62
"KLHL17"	0.62
"LRRC63"	0.62
"MAGEA1"	0.62
"MIPEP"	0.62
"MVD"	0.62
"NDRG4"	0.62
"NEURL2"	0.62
"NPHP4"	0.62
"PCDHGA2"	0.62
"PIAS4"	0.62
"PKIG"	0.62
"PKM"	0.62
"POMT2"	0.62
"PRKCA"	0.62
"PRKCSH"	0.62
"PRR22"	0.62
"RAC2"	0.62
"RECQL5"	0.62
"RP11-15G8.1"	0.62
"RP11-274B21.5"	0.62
"SERPING1"	0.62
"SHC1"	0.62
"SLC25A35"	0.62
"SNRPGP4"	0.62
"SPTBN4"	0.62
"UBE3D"	0.62
"VASN"	0.62
"ZNF599"	0.62
"ZNF764"	0.62
"ABCA13"	0.61
"ADM"	0.61
"ALS2CR11"	0.61
"CAB39P1"	0.61
"CAPN15"	0.61
"CCDC168"	0.61
"CEP97"	0.61
"CHD3"	0.61
"CNTD1"	0.61
"CSRNP3"	0.61
"ELOVL7"	0.61
"FAM133DP"	0.61
"HEY2"	0.61
"IFI35"	0.61
"IRX3"	0.61
"LHX8"	0.61
"LRRC27"	0.61
"NEXN"	0.61
"NOS1AP"	0.61
"OVCH1"	0.61
"PHLDB3"	0.61
"PTHLH"	0.61
"RASSF5"	0.61
"RCN1"	0.61
"RP1-122P22.2"	0.61
"RP11-77K12.5"	0.61
"RUNX3"	0.61
"SCARB1"	0.61
"SLCO5A1"	0.61
"SNRPGP14"	0.61
"SPX"	0.61
"TMEM86B"	0.61
"VSX1"	0.61
"ZCCHC24"	0.61
"ZNF155"	0.61
"ZNF317"	0.61
"ZNF510"	0.61
"AC002310.17"	0.6
"AC027612.6"	0.6
"AC090945.1"	0.6
"AGBL1"	0.6
"AKAP7"	0.6
"ATPAF1"	0.6
"CAMSAP2"	0.6
"CEMIP"	0.6
"CHST12"	0.6
"CTDSPL"	0.6
"DBIL5P"	0.6
"DDR2"	0.6
"ECM2"	0.6
"EIF1AXP1"	0.6
"ELK3"	0.6
"EML3"	0.6
"ETV1"	0.6
"FGD6"	0.6
"FOXH1"	0.6
"FREM2"	0.6
"GLUD2"	0.6
"HSD11B1"	0.6
"KIAA0319"	0.6
"MCTP2"	0.6
"MYT1L"	0.6
"NMB"	0.6
"NPM1P50"	0.6
"NQO1"	0.6
"PAM"	0.6
"PCK2"	0.6
"PDIA5"	0.6
"PDLIM7"	0.6
"PGD"	0.6
"PMS2P3"	0.6
"PRKACA"	0.6
"PXDNL"	0.6
"RASL11A"	0.6
"RBPMS2"	0.6
"RWDD2A"	0.6
"SMG1P2"	0.6
"SV2A"	0.6
"TNKS1BP1"	0.6
"TTC31"	0.6
"ZNF136"	0.6
"ZNF236"	0.6
"ZNF320"	0.6
"AC002985.3"	0.59
"AMPD3"	0.59
"ARMCX5"	0.59
"C12orf71"	0.59
"C3orf58"	0.59
"CASD1"	0.59
"CSPG4P11"	0.59
"DISP1"	0.59
"DPP10"	0.59
"DPP9"	0.59
"EHD3"	0.59
"ELMO1"	0.59
"ETHE1"	0.59
"FAM198B"	0.59
"FAR1"	0.59
"FKBP10"	0.59
"FRMPD4"	0.59
"GTPBP6"	0.59
"GXYLT2"	0.59
"HIST2H3A"	0.59
"IDUA"	0.59
"IRS1"	0.59
"LRRC74A"	0.59
"MBOAT7"	0.59
"MC1R"	0.59
"ME1"	0.59
"MED6"	0.59
"MPC2"	0.59
"PCDHGC3"	0.59
"PLEKHH3"	0.59
"PORCN"	0.59
"PRKCDBP"	0.59
"PTGS2"	0.59
"RAB6B"	0.59
"RBKS"	0.59
"RNA5SP283"	0.59
"RP11-533K9.3"	0.59
"SAPCD1"	0.59
"SLC7A14"	0.59
"STAG3L4"	0.59
"SUGT1P3"	0.59
"VAV3"	0.59
"ZBTB22"	0.59
"ZNF559"	0.59
"ARHGEF11"	0.58
"C4orf47"	0.58
"CCNO"	0.58
"CYP2J2"	0.58
"ELL3"	0.58
"EMCN"	0.58
"ENO1-IT1"	0.58
"F2RL2"	0.58
"FAAP24"	0.58
"FYB"	0.58
"GAPDHP44"	0.58
"GGTLC4P"	0.58
"GPI"	0.58
"HBG2"	0.58
"HIP1R"	0.58
"IGFBP5"	0.58
"KIF24"	0.58
"LAPTM5"	0.58
"MAP1LC3A"	0.58
"MTMR1"	0.58
"MYOF"	0.58
"NELFCD"	0.58
"NIPAL2"	0.58
"PARP12"	0.58
"PCSK2"	0.58
"PHLDA3"	0.58
"PKP3"	0.58
"PSME2P2"	0.58
"RARRES3"	0.58
"RASSF4"	0.58
"RP11-793H13.12"	0.58
"RP5-1056L3.3"	0.58
"RPL10P9"	0.58
"SAMD5"	0.58
"SEPHS1"	0.58
"SERPINF1"	0.58
"SHISA5"	0.58
"SLC16A14"	0.58
"SPINK5"	0.58
"TANK"	0.58
"TEKT3"	0.58
"TMEM171"	0.58
"TMEM203"	0.58
"TMEM37"	0.58
"TNFRSF10B"	0.58
"TPRKBP2"	0.58
"TRABD2B"	0.58
"ULK4P2"	0.58
"UPK1B"	0.58
"ZCWPW1"	0.58
"ZXDA"	0.58
"AL161905.1"	0.57
"ANXA6"	0.57
"CA1"	0.57
"CTAGE7P"	0.57
"DDX60"	0.57
"DNAH3"	0.57
"FABP4"	0.57
"FGFRL1"	0.57
"GGNBP1"	0.57
"GLE1"	0.57
"GPN2"	0.57
"GYPC"	0.57
"HOMEZ"	0.57
"IGF2BP1"	0.57
"IL3RA"	0.57
"IL4I1"	0.57
"KSR1"	0.57
"LGALS3BP"	0.57
"LMCD1"	0.57
"LRRC66"	0.57
"MICALL2"	0.57
"MMP14"	0.57
"MOB3C"	0.57
"MYOZ2"	0.57
"NACAP1"	0.57
"PDSS1P1"	0.57
"PHACTR2"	0.57
"POLR1A"	0.57
"PPIP5K1"	0.57
"RIC3"	0.57
"RNF103"	0.57
"RP11-298I3.5"	0.57
"RP11-312J18.5"	0.57
"RP11-364B6.2"	0.57
"RPL10AP1"	0.57
"RTEL1"	0.57
"SHANK2"	0.57
"SIK3"	0.57
"SPINK9"	0.57
"TAS2R31"	0.57
"TBC1D27"	0.57
"UBA52P6"	0.57
"ZNF565"	0.57
"ABC13-48559800H2.1"	0.56
"AC024560.3"	0.56
"AC109631.1"	0.56
"ARL15"	0.56
"ASB2"	0.56
"BAIAP2L2"	0.56
"C2orf83"	0.56
"CEP78"	0.56
"DDX43"	0.56
"DERL3"	0.56
"DGKB"	0.56
"DLL4"	0.56
"DNAAF5"	0.56
"ENO1P3"	0.56
"F2R"	0.56
"FAM120A"	0.56
"FAM35BP"	0.56
"FAM86HP"	0.56
"FUCA1"	0.56
"GCNT3"	0.56
"GPR68"	0.56
"HMGN4"	0.56
"KIFC3"	0.56
"KRT18P34"	0.56
"KRT18P63"	0.56
"LAMB1"	0.56
"MBD6"	0.56
"MSANTD3-TMEFF1"	0.56
"NBPF12"	0.56
"NUPR1"	0.56
"P3H3"	0.56
"PDE4DIP"	0.56
"PHACTR3"	0.56
"POU5F1B"	0.56
"PPM1L"	0.56
"PRH1"	0.56
"RP11-214O14.1"	0.56
"RP11-333E13.2"	0.56
"RP11-572P18.1"	0.56
"RP4-734P14.4"	0.56
"SALL2"	0.56
"SLC17A5"	0.56
"SPA17"	0.56
"SVIL"	0.56
"TIMP3"	0.56
"TKFC"	0.56
"TMEM104"	0.56
"TOR2A"	0.56
"TPK1"	0.56
"TTC21A"	0.56
"USP54"	0.56
"ZFP69B"	0.56
"ZNF385A"	0.56
"ZSWIM2"	0.56
"AARS"	0.55
"ABHD4"	0.55
"ADAM9"	0.55
"AGO4"	0.55
"ANKEF1"	0.55
"ARHGEF3"	0.55
"ASIC3"	0.55
"ATP8B5P"	0.55
"AVPR2"	0.55
"BCL11A"	0.55
"BCRP2"	0.55
"BEND5"	0.55
"CAMK2N1"	0.55
"CARS"	0.55
"CCDC92"	0.55
"CREB5"	0.55
"DEDD2"	0.55
"DGKG"	0.55
"DOCK9"	0.55
"DSCC1"	0.55
"DUTP1"	0.55
"FAM72B"	0.55
"FASN"	0.55
"FSD1"	0.55
"FTSJ3"	0.55
"GIMAP8"	0.55
"GMEB2"	0.55
"GTF2IP1"	0.55
"HYAL3"	0.55
"INO80"	0.55
"ITGA4"	0.55
"KIAA0513"	0.55
"KIAA1211L"	0.55
"KLHL15"	0.55
"KRT81"	0.55
"MRAP2"	0.55
"NMI"	0.55
"OGFOD3"	0.55
"OR7E102P"	0.55
"P3H1"	0.55
"PCDHB17P"	0.55
"PDE5A"	0.55
"PDIA3"	0.55
"PELI3"	0.55
"PLPP2"	0.55
"POLH"	0.55
"RP1-296G17.3"	0.55
"RP11-175B9.3"	0.55
"RP11-687F6.4"	0.55
"RP11-79P5.10"	0.55
"SGCE"	0.55
"STX1A"	0.55
"TAOK3"	0.55
"TNFRSF6B"	0.55
"TRAF5"	0.55
"TRIM45"	0.55
"UBE2L6"	0.55
"USP25"	0.55
"VKORC1L1"	0.55
"ZNF404"	0.55
"AC145212.2"	0.54
"ACTRT3"	0.54
"AGPAT4-IT1"	0.54
"AL021546.6"	0.54
"ATE1-AS1"	0.54
"AXDND1"	0.54
"CAMKMT"	0.54
"CAMTA2"	0.54
"CCDC68"	0.54
"COQ8B"	0.54
"CRIP2"	0.54
"CTD-2554C21.2"	0.54
"EEF1A1P10"	0.54
"EPHA2"	0.54
"FAM83F"	0.54
"FCRL1"	0.54
"FRMPD1"	0.54
"GADL1"	0.54
"GARS"	0.54
"GLYCTK"	0.54
"GNAL"	0.54
"GRPR"	0.54
"HERC2"	0.54
"HOXA4"	0.54
"IFITM3"	0.54
"KIF17"	0.54
"KRT19"	0.54
"LURAP1L"	0.54
"MAFF"	0.54
"MAP3K10"	0.54
"MARCKSL1P2"	0.54
"METTL7A"	0.54
"NOL4L"	0.54
"PDE4A"	0.54
"PDE9A"	0.54
"PF4"	0.54
"PLA2G2D"	0.54
"POFUT2"	0.54
"PPIL2"	0.54
"PRKAR1B"	0.54
"PRKG2"	0.54
"PRSS23"	0.54
"RABL2B"	0.54
"RP11-313J2.1"	0.54
"RPTOR"	0.54
"SLC29A2"	0.54
"SRGAP3"	0.54
"STAT6"	0.54
"TBC1D17"	0.54
"TINCR"	0.54
"TMPRSS6"	0.54
"TXNRD1"	0.54
"TYK2"	0.54
"VN1R81P"	0.54
"WDR60"	0.54
"XAB2"	0.54
"ZFP36"	0.54
"ZNF852"	0.54
"ABCB8"	0.53
"ARHGAP19-SLIT1"	0.53
"ARHGEF5"	0.53
"ATXN7L1"	0.53
"BBOX1"	0.53
"BEND3P3"	0.53
"C16orf47"	0.53
"C19orf52"	0.53
"CCDC184"	0.53
"CFAP99"	0.53
"COBL"	0.53
"CREG1"	0.53
"DCLK3"	0.53
"FAM127C"	0.53
"FBXO43"	0.53
"GLB1L2"	0.53
"HIST1H4H"	0.53
"HMBS"	0.53
"HPSE"	0.53
"IL1B"	0.53
"IVD"	0.53
"JAG1"	0.53
"KLHL38"	0.53
"LRRFIP1"	0.53
"LRRFIP1P1"	0.53
"MAGIX"	0.53
"METAP1D"	0.53
"MFSD4BP1"	0.53
"NOP56P3"	0.53
"OR2L13"	0.53
"PCYOX1L"	0.53
"PLTP"	0.53
"PPP1R16A"	0.53
"PRCP"	0.53
"PSMB8"	0.53
"PTMAP2"	0.53
"PWWP2B"	0.53
"RP11-111F5.2"	0.53
"RP11-310N16.1"	0.53
"RP11-511H9.3"	0.53
"STX8P1"	0.53
"SUV39H1"	0.53
"SYMPK"	0.53
"TMEM123"	0.53
"TRIM16L"	0.53
"TWF2"	0.53
"VOPP1"	0.53
"ZDHHC9"	0.53
"ZNF662"	0.53
"ZNF726"	0.53
"ABR"	0.52
"AC013461.1"	0.52
"ADAM33"	0.52
"AHI1"	0.52
"AHR"	0.52
"ATP9A"	0.52
"C11orf21"	0.52
"C1orf141"	0.52
"CACNB1"	0.52
"CDK6"	0.52
"CDKN2A"	0.52
"CDON"	0.52
"CMPK2"	0.52
"CSAG1"	0.52
"CYB5B"	0.52
"DAB2IP"	0.52
"DOC2A"	0.52
"EIF4HP1"	0.52
"FAM216B"	0.52
"FAM89B"	0.52
"FAT4"	0.52
"FNDC5"	0.52
"FZD7"	0.52
"GDAP1"	0.52
"GNL1"	0.52
"GNRH1"	0.52
"GPLD1"	0.52
"GSTZ1"	0.52
"HNRNPA1P59"	0.52
"HS6ST2"	0.52
"JUN"	0.52
"LMLN"	0.52
"MAN1B1"	0.52
"MDH1B"	0.52
"METTL8"	0.52
"MTHFD2P1"	0.52
"MYPOP"	0.52
"NAA10"	0.52
"NDRG1"	0.52
"PGA4"	0.52
"PIGO"	0.52
"PUS10"	0.52
"PYHIN1"	0.52
"RAD9B"	0.52
"RNF187"	0.52
"S100A6"	0.52
"SARS2"	0.52
"SEPSECS"	0.52
"SF3B3"	0.52
"SH3BGRL3"	0.52
"SHB"	0.52
"SLC4A8"	0.52
"STEAP1"	0.52
"TIPARP"	0.52
"TMEFF2"	0.52
"VWC2"	0.52
"ZNF615"	0.52
"ADORA2B"	0.51
"BARX2"	0.51
"BRCA2"	0.51
"C15orf65"	0.51
"CHIC2"	0.51
"CREBBP"	0.51
"CRISPLD1"	0.51
"CSNK1D"	0.51
"DCLK2"	0.51
"DHDDS"	0.51
"DNAJC25-GNG10"	0.51
"E2F5"	0.51
"FAM21C"	0.51
"GATA6"	0.51
"HYOU1"	0.51
"ITGA10"	0.51
"KCNK12"	0.51
"KHDC1"	0.51
"LRRIQ1"	0.51
"MMP1"	0.51
"MTMR11"	0.51
"MTND2P2"	0.51
"NHS"	0.51
"OTUB2"	0.51
"PARP10"	0.51
"PDZD7"	0.51
"POTEC"	0.51
"PPP2R2A"	0.51
"PTOV1"	0.51
"PXK"	0.51
"RAB31"	0.51
"RAD51"	0.51
"RARA"	0.51
"REPIN1"	0.51
"RP11-315D16.2"	0.51
"RP11-554D14.2"	0.51
"RP5-994D16.12"	0.51
"RRN3P3"	0.51
"SLC52A2"	0.51
"SLC5A6"	0.51
"TBC1D22B"	0.51
"TMEM44"	0.51
"TUBB3"	0.51
"UBE2Q2L"	0.51
"USP18"	0.51
"WARS"	0.51
"ZNF35"	0.51
"ZSCAN12P1"	0.51
"AC004076.9"	0.5
"AC020594.5"	0.5
"AC092566.1"	0.5
"AC107982.4"	0.5
"ACACA"	0.5
"ADAMTS15"	0.5
"ADM5"	0.5
"AGGF1"	0.5
"APOL6"	0.5
"BCKDHA"	0.5
"BCL6"	0.5
"C9orf3"	0.5
"CDK10"	0.5
"CEP19"	0.5
"CIB1"	0.5
"CXorf65"	0.5
"DDX58"	0.5
"DOK4"	0.5
"EMC10"	0.5
"FOCAD"	0.5
"GCHFR"	0.5
"GSR"	0.5
"HERC6"	0.5
"HSPBP1"	0.5
"MFSD11"	0.5
"MON1A"	0.5
"MRPL35P3"	0.5
"MSH5-SAPCD1"	0.5
"NALCN"	0.5
"NKX2-8"	0.5
"NPIPB11"	0.5
"PANX2"	0.5
"POLN"	0.5
"PPP1R15B"	0.5
"PRPS1P2"	0.5
"PTPN6"	0.5
"RAET1K"	0.5
"RP11-341N2.5"	0.5
"RP11-99A14.1"	0.5
"RTP4"	0.5
"SHH"	0.5
"SLC25A30"	0.5
"STUM"	0.5
"TKT"	0.5
"TUFM"	0.5
"ZNF100"	0.5
"ZNF311"	0.5
"ZNHIT2"	0.5
"ACSS2"	0.49
"ACTN1"	0.49
"AIM2"	0.49
"BANF1P3"	0.49
"BCL10"	0.49
"BGLAP"	0.49
"BICC1"	0.49
"C14orf79"	0.49
"C19orf66"	0.49
"CDC25B"	0.49
"CENPO"	0.49
"CHID1"	0.49
"COL13A1"	0.49
"CRYGS"	0.49
"DDX49"	0.49
"EGLN1"	0.49
"EMILIN1"	0.49
"EXT2"	0.49
"F12"	0.49
"FCHO1"	0.49
"GCNT1P3"	0.49
"GLI4"	0.49
"GTF2IRD1P1"	0.49
"GVINP1"	0.49
"HCN1"	0.49
"HOXC11"	0.49
"ICAM1"	0.49
"ITIH5"	0.49
"JAM2"	0.49
"KIFC2"	0.49
"MAML3"	0.49
"MDM1"	0.49
"MSMO1"	0.49
"NDUFAF4"	0.49
"NPC1"	0.49
"NPPB"	0.49
"NTAN1P2"	0.49
"NXF3"	0.49
"P2RY12"	0.49
"PLEKHN1"	0.49
"PON1"	0.49
"PPIC"	0.49
"PSAT1"	0.49
"R3HDM1"	0.49
"RAB36"	0.49
"RNF135"	0.49
"ROBO4"	0.49
"RP11-96C23.11"	0.49
"RP4-777O23.3"	0.49
"RPS3AP5"	0.49
"RUSC2"	0.49
"S100A2"	0.49
"SCN2A"	0.49
"SEMA3D"	0.49
"SGTB"	0.49
"SHBG"	0.49
"SLC28A3"	0.49
"SP8"	0.49
"STK36"	0.49
"TCTEX1D4"	0.49
"TMEM236"	0.49
"TNK1"	0.49
"TPST1"	0.49
"UBTD2"	0.49
"WDR88"	0.49
"ZNF816"	0.49
"AC010547.9"	0.48
"AMER3"	0.48
"ARSE"	0.48
"ATRNL1"	0.48
"CACNA1C"	0.48
"CAPN2"	0.48
"CH17-472G23.1"	0.48
"CHST2"	0.48
"CRACR2A"	0.48
"CYB5R3"	0.48
"DMPK"	0.48
"DNAAF3"	0.48
"DUTP7"	0.48
"EFCAB5"	0.48
"EIF3FP1"	0.48
"EPHX1"	0.48
"EPRS"	0.48
"GALNT5"	0.48
"GCAT"	0.48
"GLIPR2"	0.48
"GTPBP8"	0.48
"HDAC7"	0.48
"HNMT"	0.48
"IL12A"	0.48
"IL22RA1"	0.48
"LDOC1"	0.48
"LIG3"	0.48
"MAGEA10"	0.48
"MTHFD2"	0.48
"MUC20"	0.48
"NINJ1"	0.48
"NRM"	0.48
"OSCAR"	0.48
"OSR2"	0.48
"PDE4B"	0.48
"PITPNC1"	0.48
"PLEKHB2"	0.48
"PMS2P6"	0.48
"PPTC7"	0.48
"RBP1"	0.48
"RP11-116B19.2"	0.48
"RP11-219A15.1"	0.48
"RP11-420B22.2"	0.48
"RPL23AP95"	0.48
"RPL37AP8"	0.48
"RPL5P34"	0.48
"RPP25"	0.48
"RSAD1"	0.48
"SH3BP5"	0.48
"SLC35E1"	0.48
"SNTG1"	0.48
"SOCS1"	0.48
"TDRD6"	0.48
"TEPP"	0.48
"THEGL"	0.48
"TRIM56"	0.48
"TUBBP10"	0.48
"TXLNB"	0.48
"UGT2B4"	0.48
"USP40"	0.48
"VAV2"	0.48
"ZNF695"	0.48
"AC138969.4"	0.47
"APOBEC3H"	0.47
"ARHGAP1"	0.47
"ASB14"	0.47
"ATP6V1G2-DDX39B"	0.47
"BMS1P22"	0.47
"BUB1B-PAK6"	0.47
"C17orf107"	0.47
"CDKN2D"	0.47
"COTL1"	0.47
"CTD-2651B20.4"	0.47
"DCAKD"	0.47
"DOLPP1"	0.47
"DUS2"	0.47
"ERVMER34-1"	0.47
"FBXO17"	0.47
"FLT1"	0.47
"FRMD8"	0.47
"GFOD2"	0.47
"GLTSCR1L"	0.47
"GPR108"	0.47
"GPX1"	0.47
"HRNR"	0.47
"HSD3B7"	0.47
"HSDL1"	0.47
"HSF2BP"	0.47
"HSPB8"	0.47
"ITGA5"	0.47
"KRT13"	0.47
"MANF"	0.47
"MAP1B"	0.47
"MRPL53P1"	0.47
"MTUS1"	0.47
"NEK8"	0.47
"NINJ2"	0.47
"NPW"	0.47
"PSD3"	0.47
"RCOR2"	0.47
"ROBO3"	0.47
"RP11-29H23.5"	0.47
"RRAGB"	0.47
"S100A16"	0.47
"SERPINH1"	0.47
"SLC16A13"	0.47
"SLC29A3"	0.47
"SLC34A2"	0.47
"SLC52A3"	0.47
"STAT5B"	0.47
"SYCP1"	0.47
"SYNM"	0.47
"TM4SF20"	0.47
"TNFSF13B"	0.47
"TSPAN32"	0.47
"UGCG"	0.47
"VENTXP4"	0.47
"VWA5B1"	0.47
"WDR93"	0.47
"ZNF416"	0.47
"ANGPTL5"	0.46
"ARHGAP33"	0.46
"ARHGEF17"	0.46
"ATP13A3"	0.46
"ATP6V1G2"	0.46
"C15orf38-AP3S2"	0.46
"CAPZB"	0.46
"CATSPER2P1"	0.46
"CCDC170"	0.46
"CD55"	0.46
"CD79A"	0.46
"CDH20"	0.46
"CHEK2"	0.46
"CNGA3"	0.46
"CNN2"	0.46
"CTB-159G17.3"	0.46
"DAP"	0.46
"DERL1"	0.46
"DUS3L"	0.46
"EIF2S2P4"	0.46
"ERMAP"	0.46
"GART"	0.46
"GPC1"	0.46
"HMGA1"	0.46
"IRAK2"	0.46
"JMJD8"	0.46
"KLF8"	0.46
