"geneID"	"FC_X"	"FC_Y.x"	"LogFC"	"FC_Y.y"
"F3"	1.37	0.96	-0.58	5.24
"FCRLA"	1.37	0	0.3	2.75
"GRK4"	1.37	-0.09	-1.46	1.95
"LBP"	1.37	1.37	3.71	1.57
"LRRN3"	1.37	0.78	-0.97	1.91
"MECOM"	1.37	0.47	-0.1	0
"PHLDB2"	1.37	1.34	0.27	4.25
"RASL11A"	1.37	1.83	0.6	2.42
"RND2"	1.37	0.68	-0.47	1.06
"SCN11A"	1.37	0.53	-0.19	0.35
"SLC16A2"	1.37	0.83	-0.04	3.39
"SLC26A8"	1.37	1.03	-0.93	1.07
"ZNF423"	1.37	1.49	2.78	0.53
"ANK3"	1.36	1.11	-0.88	2.51
"CCBE1"	1.36	1.43	0.77	4.47
"COLEC12"	1.36	0.85	1.22	0.61
"EBF1"	1.36	1.47	0.68	0.69
"EEF1B2P3"	1.36	1.63	-1.49	1.8
"FERMT1"	1.36	0.8	-1.06	2.99
"GPCPD1"	1.36	0.54	-0.12	1.64
"MMP20"	1.36	1.26	0.14	0.09
"STK31"	1.36	2.87	-1.73	0.22
"SUN2"	1.36	0.86	-0.62	1.09
"TMEM59L"	1.36	1.42	0.35	2.75
"XAF1"	1.36	0.74	1	3.3
"CHRNB1"	1.35	0.56	-0.26	1.74
"DDX3X"	1.35	-1.43	-0.47	2.18
"EXOG"	1.35	1	0.37	1.81
"ITGAV"	1.35	0.04	1.39	0.07
"LMOD1"	1.35	1.39	-0.41	2.31
"LPP"	1.35	0.51	0.18	2.52
"PIGN"	1.35	0.1	-0.08	1.38
"RP3-403A15.5"	1.35	-0.66	-0.45	3.83
"SLC22A20"	1.35	0.73	-0.65	1.04
"ABHD15"	1.34	0.39	-0.08	0.8
"ADCY10P1"	1.34	0.43	-0.7	1.47
"DAZL"	1.34	0.64	-0.32	0.32
"DLG3"	1.34	0.6	-0.35	1.45
"ELOVL2"	1.34	0.75	0.38	-0.16
"OSBPL5"	1.34	0.9	0.19	0.37
"ZNF275"	1.34	1.07	0.42	2.59
"ABCC4"	1.33	0.92	-1.41	0.71
"CCDC30"	1.33	0.03	-0.13	1.3
"CH17-472G23.4"	1.33	1.03	0.11	1.17
"CTGF"	1.33	1.06	-0.41	2.63
"ELFN2"	1.33	1.39	-1.48	1.42
"GLIS1"	1.33	1.02	0.79	1
"GNAL"	1.33	1.06	0.54	-0.76
"GPR135"	1.33	0.33	1.22	0.89
"KIAA1109"	1.33	-0.13	-0.41	1.45
"PHBP19"	1.33	1.08	0.23	0.44
"REPS2"	1.33	0.84	0.44	-0.13
"SYCP2"	1.33	0.49	-0.3	1.84
"TFAP2C"	1.33	1.37	0.07	2.5
"TSPAN19"	1.33	2.48	-0.99	0.11
"TTLL11"	1.33	0.94	-0.14	1.38
"ZFPM1"	1.33	1.06	-0.57	-0.37
"ZNF271P"	1.33	0.44	-0.27	1.9
"AOC2"	1.32	0.25	-0.54	1.8
"CEP19"	1.32	0.14	0.5	1.77
"CTDSPL"	1.32	0.21	0.6	1.17
"FSIP1"	1.32	0.96	0.62	1.25
"LURAP1L"	1.32	0.31	0.54	0.57
"PRR16"	1.32	2.09	0.07	2.02
"RP11-244H3.1"	1.32	0.35	-0.21	0.99
"SLC45A4"	1.32	-0.07	0.17	1.16
"ST3GAL5"	1.32	1.56	-0.1	-0.56
"ANKRD1"	1.31	0.92	-0.63	4.19
"ATP1B1"	1.31	0.73	-0.91	3.47
"FOXO1"	1.31	0.08	-0.13	0.44
"GSTM3"	1.31	1.15	-0.03	-0.92
"PPARGC1A"	1.31	0.54	-0.02	1.99
"RAD50"	1.31	0.08	-0.14	0.95
"RASSF6"	1.31	0.74	-1.33	1.95
"RNF217"	1.31	0.74	0.11	1.26
"RP11-697N18.3"	1.31	1.23	-0.13	1.36
"SERPINH1P1"	1.31	0.83	0.35	0.67
"SKIL"	1.31	0.95	-0.31	3.41
"SLAIN2"	1.31	0.8	0.3	1.09
"TNRC6C"	1.31	-0.49	0.03	1.46
"AFF1"	1.3	1.07	0.25	1.57
"C16orf71"	1.3	0.16	0.15	1.2
"CABYR"	1.3	-0.01	-1.19	1.12
"CCDC114"	1.3	0.4	-0.06	0.09
"CNN2"	1.3	1.07	0.46	2.49
"EPAS1"	1.3	0.67	-0.01	2.54
"GADD45B"	1.3	0.77	-0.18	3.52
"HAP1"	1.3	1.29	-0.25	0.93
"IRF9"	1.3	0.16	0.16	3.19
"KIAA1462"	1.3	2.2	2.66	1.31
"LRRC2"	1.3	0.1	-0.29	0.89
"MORN2"	1.3	-0.68	-0.41	1.69
"NCEH1"	1.3	1.74	-0.14	3.71
"NKAIN1"	1.3	1.16	0.11	-0.09
"OPRD1"	1.3	0.41	0.68	0.49
"RABGAP1"	1.3	1.02	0.38	1.1
"RP11-9J18.1"	1.3	0.23	-0.35	1.15
"SLC30A8"	1.3	-0.39	-0.52	0.95
"SSPO"	1.3	1.44	0.2	-0.12
"STAT4"	1.3	0.81	-2.43	2.92
"STK17B"	1.3	1.17	0.27	1.81
"ZFP36L2"	1.3	1.17	0.18	1.21
"AC092933.4"	1.29	1.05	-0.67	1.1
"ATAD3C"	1.29	-0.2	-0.46	1.47
"CATSPER1"	1.29	0.99	-1.76	3
"CCDC157"	1.29	0.99	0.79	0.38
"FABP4"	1.29	1.29	0.57	0.91
"IFITM2"	1.29	1.15	1.12	1.43
"MUC7"	1.29	0.51	0.9	-0.13
"PROSER2"	1.29	0.81	0.29	-0.12
"PTGER2"	1.29	1.29	1.43	0
"RASSF8"	1.29	0.21	1.99	-0.05
"RP4-777O23.3"	1.29	0.84	0.49	0.48
"RP5-857K21.4"	1.29	0.36	0.87	-0.67
"SH3RF2"	1.29	1.19	-0.16	3.18
"TDRD6"	1.29	-0.31	0.48	0.18
"TRIM67"	1.29	1.45	-0.7	4.31
"WHAMMP3"	1.29	0.52	0.12	0.64
"ZNF41"	1.29	1.27	-0.05	-0.12
"ABCA7"	1.28	-0.02	-0.34	1.84
"CITED2"	1.28	1.35	-0.25	2.52
"CORIN"	1.28	0.49	-0.29	1.23
"CREB5"	1.28	2.39	0.55	0.25
"CXorf56"	1.28	1.16	1.43	-0.7
"ERICH6B"	1.28	-0.05	-0.97	1.56
"KIAA0040"	1.28	0.28	0.23	0.46
"KIAA0825"	1.28	0.83	-0.78	1.25
"MLH1"	1.28	0.18	-1.67	0.33
"NBEAL2"	1.28	1.91	0.07	-0.21
"NLRP6"	1.28	0.43	-0.32	0.55
"PDZK1P1"	1.28	0.66	0.4	-0.01
"POLR3A"	1.28	0.14	-0.02	1.87
"TAS2R12"	1.28	0.67	-0.3	0.86
"VIT"	1.28	1.28	0.69	3.91
"WFIKKN1"	1.28	1.38	0.28	0.04
"AC104532.2"	1.27	0.52	-0.07	0.5
"ENO1-IT1"	1.27	0.64	0.58	0
"FNBP1P1"	1.27	0.79	-0.51	0.65
"GLRX"	1.27	1.14	0.3	1.46
"HDAC9"	1.27	1.18	-0.72	3.48
"MOXD1"	1.27	1.05	-0.07	4.16
"OFCC1"	1.27	0.51	0.05	-0.25
"SLC3A1"	1.27	0.5	-0.89	1.65
"SMG1P1"	1.27	0.1	-0.55	1.35
"SPNS2"	1.27	0.81	0.67	0.4
"TRAPPC9"	1.27	0.65	0.23	0.5
"VCL"	1.27	0.87	0.3	2.81
"ABC13-48559800H2.1"	1.26	0.48	0.56	0.95
"ACVR1"	1.26	1.43	-1.37	2.51
"BOC"	1.26	0.48	-0.84	2.82
"GATA3"	1.26	-0.08	0.63	0.46
"HLA-V"	1.26	0.3	-0.86	1.59
"IKZF4"	1.26	0.36	0.05	1.2
"ITLN1"	1.26	0.99	-0.4	0.27
"LRRC10"	1.26	0.95	-0.52	0.55
"PIPOX"	1.26	0.11	0.12	1.25
"PLXNB1"	1.26	0.62	-1.25	1.6
"RP11-532M24.1"	1.26	1.81	-0.03	1.09
"SFRP1"	1.26	1	0.04	4.01
"SQRDL"	1.26	0.34	0.71	1.92
"ZNF345"	1.26	0.2	0.37	0.02
"ANKAR"	1.25	0.06	-0.46	0.92
"ARSJ"	1.25	0.1	0.1	3.48
"BTNL9"	1.25	0.8	-1.58	1.65
"CAMK2N1"	1.25	-0.08	0.55	1.8
"DICER1"	1.25	1.06	-0.38	-0.03
"DUSP5"	1.25	1.17	-0.25	0.95
"HHIPL1"	1.25	0.32	0.18	0.68
"ID2"	1.25	0.53	-0.91	3.07
"KMO"	1.25	1.13	-0.42	2.77
"LRRIQ4"	1.25	0.12	0.2	0
"NLRP1"	1.25	0.45	-0.07	2.85
"RP11-331G2.6"	1.25	0.37	-0.66	0.88
"RP11-532F6.2"	1.25	-0.11	-0.62	1.62
"SGMS2"	1.25	0.22	-0.58	0.3
"SH3D19"	1.25	1.06	0.05	0.77
"TEC"	1.25	0.45	-0.28	1.68
"ZNF192P1"	1.25	0.82	-0.68	1.68
"ZNF699"	1.25	0.99	-0.69	1.3
"AC007040.11"	1.24	0.83	-0.03	2.13
"CST7"	1.24	0.26	1.38	-0.64
"EPDR1"	1.24	1.36	0.78	2
"GOLGA6L5P"	1.24	1.42	0.36	0.15
"GTF2H5"	1.24	0.25	-0.44	1.68
"MYPN"	1.24	1.24	-0.05	3.64
"PLPP3"	1.24	1.07	-0.2	3.07
"SPOCK1"	1.24	0.9	-0.18	7.2
"SRPX"	1.24	0.74	-0.46	0.97
"TSPAN18"	1.24	1.24	-0.33	0.33
"TUBA4A"	1.24	1.47	0.77	0.81
"CCL5"	1.23	0.69	-0.58	5.31
"MAP1B"	1.23	1.75	0.47	4.49
"NOL10"	1.23	0.99	0.3	0.61
"NUAK1"	1.23	0.93	0.1	5.12
"PCDH18"	1.23	1.46	0.11	1.87
"RCAN2"	1.23	1.56	-0.01	0.8
"ADAMTS12"	1.22	1.88	-0.06	2.57
"AJUBA"	1.22	1.22	0.34	2.54
"ARSK"	1.22	-0.2	0.62	0.77
"CHST5"	1.22	0.39	-0.93	1.38
"FAM43A"	1.22	1.06	0.69	1.55
"GHRL"	1.22	0.46	1.08	-0.52
"MFSD4A"	1.22	0.94	-0.35	1.23
"PCDHA11"	1.22	0.75	-0.12	0.48
"PTPRB"	1.22	-0.38	0.46	1.92
"SYCP3"	1.22	0.14	-0.25	2.12
"THBS2"	1.22	1.12	0.2	1.52
"ARHGDIB"	1.21	1.39	-0.08	0.18
"CD8B"	1.21	0.54	0	0
"CNNM3"	1.21	0	0.41	0.78
"LDLRAD4"	1.21	1.32	-2.08	1.02
"NHLRC2"	1.21	0.81	-1.05	1.62
"OAS2"	1.21	-0.12	0.88	4.41
"PRICKLE2"	1.21	1.34	-0.67	2.54
"RGL1"	1.21	0.73	0.91	0.66
"RP11-1020A11.1"	1.21	0.34	-0.08	0.56
"RP11-632K20.7"	1.21	0.18	0.8	-0.03
"SCN9A"	1.21	0.82	1.52	0.9
"SLC1A1"	1.21	0.55	-0.43	0.9
"SNX9"	1.21	-0.43	-0.31	1.43
"SPINK9"	1.21	0.32	0.57	0.16
"ZNF808"	1.21	1.6	-0.52	0.61
"BDKRB2"	1.2	1	0.67	2.95
"CPB2"	1.2	1.04	0	-0.57
"ITIH6"	1.2	-0.54	-0.48	-1.23
"KCNJ5"	1.2	-0.36	-0.45	1.11
"KIF13B"	1.2	1.12	-0.05	0.5
"NAAA"	1.2	0.77	0.34	1.29
"NKD1"	1.2	-0.24	-1.2	0.77
"NRXN2"	1.2	0.93	-0.84	1.67
"RASGRP3"	1.2	-0.56	0.05	3.04
"RGS17"	1.2	0.52	0.24	0.47
"S100A3"	1.2	0.48	0.78	3.5
"TMEM191B"	1.2	0.41	-0.08	0.37
"TTC21A"	1.2	-0.27	0.56	0.47
"AMT"	1.19	0.24	-0.99	1.3
"ANGPTL5"	1.19	1.02	0.46	1.02
"CLEC4A"	1.19	-0.48	-0.48	1.68
"CPEB2"	1.19	0.51	-0.06	0.77
"CTNNA1"	1.19	1.09	-0.01	0.89
"EPGN"	1.19	1.22	-1.72	4.62
"GRAMD3"	1.19	0.33	-0.37	2.58
"IFNAR1"	1.19	0.99	1.8	0.92
"IL1RN"	1.19	0.84	-1.14	7.09
"IL6ST"	1.19	1.16	0.75	2.5
"LILRB3"	1.19	0.85	-0.77	1.37
"MTUS2"	1.19	1.35	1.24	1.1
"RCSD1"	1.19	-0.28	0.69	0.51
"RRP36"	1.19	0.59	-0.68	1.66
"RSPH9"	1.19	0.07	-0.42	1.52
"WDFY3"	1.19	0.48	0.45	1.25
"WNT2B"	1.19	-0.09	0.45	0.77
"ZDHHC23"	1.19	-0.68	-0.69	1.74
"ZNF396"	1.19	0.34	-0.71	1.2
"ARHGEF6"	1.18	0.93	0.33	1.5
"CABP4"	1.18	-0.42	-0.97	1.34
"CACNA1C"	1.18	0.44	0.48	1.88
"CCDC40"	1.18	0.29	-0.26	0.98
"CLEC4C"	1.18	0.72	-0.95	1.18
"HSPD1P11"	1.18	1.7	-0.22	0.59
"PDE10A"	1.18	-0.01	-0.42	0.42
"PLEKHA7"	1.18	1.16	2.29	1.12
"PLPPR4"	1.18	0.66	-0.33	3.84
"RP11-111H13.1"	1.18	0.87	-0.63	0.99
"SKAP2"	1.18	0.51	-0.09	1.41
"SLC30A1"	1.18	0.8	-0.25	1.3
"TAF1L"	1.18	1.01	0.02	0.23
"VGLL3"	1.18	0.44	-0.73	1.55
"WIPF3"	1.18	0.62	-1.25	2.51
"XIAP"	1.18	0.61	-0.58	1.08
"ZNF550"	1.18	1.46	-0.74	0.51
"ZNF880"	1.18	0.15	-0.5	1.1
"ZSCAN29"	1.18	-0.42	-1.63	1.07
"BLID"	1.17	0.81	-0.42	2.94
"COBL"	1.17	-0.16	0.53	0.02
"CUL2"	1.17	1.56	0.37	1.49
"DDHD1"	1.17	1.41	-1.03	1
"DSTN"	1.17	1.04	0.44	2.06
"EDN3"	1.17	0.16	0	0
"FAM3B"	1.17	0.02	0.4	0.13
"GPR82"	1.17	-1.44	0.71	0.51
"LYPD5"	1.17	0.14	-0.34	0.96
"MILR1"	1.17	0.69	0.02	0.71
"NBPF20"	1.17	0.71	-1.07	1.2
"NTNG2"	1.17	0.56	0.15	1.01
"PALLD"	1.17	1.42	-0.11	2.35
"RP11-693N9.2"	1.17	0.86	0.88	0
"SERPINB12"	1.17	-0.33	0.02	0.79
"SKI"	1.17	0.07	-0.66	0.56
"STK17A"	1.17	1.02	0.19	1.75
"SVIL"	1.17	0.98	0.56	1.18
"ZMAT1"	1.17	0.1	-0.02	0.38
"ZNF10"	1.17	-0.1	0.17	1.96
"ZNF490"	1.17	0.99	-0.12	0.8
"ZNF701"	1.17	0.57	-0.07	1.46
"ABHD5"	1.16	0.63	0.4	0.71
"CMAHP"	1.16	1.25	1.15	2.12
"COL26A1"	1.16	1.16	0.32	0.59
"CTTNBP2NL"	1.16	0.81	0.14	1.24
"CYP19A1"	1.16	0.75	1.5	0.61
"FMN2"	1.16	1.71	0.08	2.8
"GALNT10"	1.16	0.76	-0.46	2.02
"HPS5"	1.16	0.68	-0.36	0.49
"HSD3B7"	1.16	0.82	0.47	1.74
"KCND1"	1.16	1.17	0.19	2
"KRT8P12"	1.16	0.48	-0.42	0.06
"LMF1"	1.16	0.39	0.02	0.08
"MSH3"	1.16	0.93	0.01	0.54
"NTM"	1.16	0.84	0.88	1.88
"OR7E94P"	1.16	0.38	0.2	0.44
"PCDHA4"	1.16	-0.32	-0.39	1.32
"RP1-152L7.5"	1.16	2.47	2.14	0.16
"RP3-382I10.7"	1.16	0.64	-0.73	0.64
"RPS15AP10"	1.16	0.85	-0.77	1.12
"ZNF493"	1.16	0.66	-0.2	1.03
"ZNF791"	1.16	0.31	0.23	1.02
"ANKRD29"	1.15	1.04	0.7	4.08
"ASB15"	1.15	0.73	-0.57	0.79
"C12orf75"	1.15	1.91	-0.14	3.09
"C17orf47"	1.15	1.16	0.1	-0.35
"C22orf15"	1.15	1.3	0.22	-0.11
"CALD1"	1.15	1.01	0.27	2.9
"CREBBP"	1.15	0.47	0.51	0.54
"DOPEY1"	1.15	0.84	-1.06	1.18
"EPHB3"	1.15	-1.29	0	1.79
"FRG1JP"	1.15	0.84	-0.18	0.31
"MYBL1"	1.15	1.05	-0.3	1.07
"PINLYP"	1.15	0.33	0.7	0.46
"RARRES3"	1.15	0.68	0.58	2.64
"RP11-1277A3.2"	1.15	-0.35	-0.05	0.95
"RPL14P3"	1.15	0.74	0.19	0.17
"SERTAD2"	1.15	0.87	-0.09	2.03
"SLC25A1P5"	1.15	0.55	0.31	0.36
"SPDYE18"	1.15	-0.21	-0.17	1.34
"STS"	1.15	0.19	1.22	1.15
"TGFBI"	1.15	0.88	0.36	2.73
"TRIM29"	1.15	0.4	-0.25	0.87
"UCP2"	1.15	0.07	0.92	-0.28
"APOB"	1.14	1.14	-0.7	0.7
"CCDC122"	1.14	0.02	-0.37	0.89
"CPZ"	1.14	1.25	1.27	3.6
"EFCAB6"	1.14	0.84	0.32	0.48
"EIF1AXP1"	1.14	0.25	0.6	1.19
"EMB"	1.14	0.75	0.03	2.96
"ERCC6"	1.14	1.27	-0.6	1.84
"ETS2"	1.14	1.44	0.91	-0.28
"FTH1P4"	1.14	0.74	0.16	0.79
"G0S2"	1.14	0.41	-0.04	3.52
"GINM1"	1.14	0.44	0.45	0.66
"GPAT2"	1.14	0.97	-0.08	0.36
"PCDHB2"	1.14	0.5	0.41	1.73
"REXO1"	1.14	0.4	-0.76	0.96
"RP11-542C16.2"	1.14	0.68	-0.12	0.86
"TANGO2"	1.14	0.75	-0.24	1.33
"TCF7L2"	1.14	0.39	-0.11	0.71
"ZNF165"	1.14	1.14	-0.61	0.61
"ANKRD20A3"	1.13	0.47	1.47	0.46
"ANO6"	1.13	0.42	-0.12	1.36
"ATXN1"	1.13	0.52	-0.16	2.73
"BTF3P12"	1.13	0.68	-1.05	1.12
"C4orf22"	1.13	0.13	-0.71	2.91
"COL15A1"	1.13	1.36	1.24	3.48
"CXCL8"	1.13	0.52	-0.03	1
"EDEM3"	1.13	-0.15	-0.31	1.66
"FAM196A"	1.13	-0.11	-0.57	1.56
"IL18BP"	1.13	0.67	1.41	1.33
"KCNMA1"	1.13	0.78	-1.72	3.07
"MBD5"	1.13	0.29	0.04	0.87
"OSBPL2"	1.13	0.24	-0.19	0.61
"RP13-130D24.1"	1.13	0.71	-0.05	0.2
"RSPH3"	1.13	0.23	0.15	0.88
"TNFRSF6B"	1.13	1.16	0.55	-0.07
"TOX2"	1.13	1.48	0.42	2.83
"TRIM16"	1.13	0.71	0.87	1.24
"UGT3A1"	1.13	0.59	0	0
"ABCB9"	1.12	0.23	0.21	1.07
"C4orf47"	1.12	1.25	0.58	0.25
"CASQ1"	1.12	0.47	-0.11	0.6
"CDC42EP1"	1.12	1.19	1.1	2.92
"FCF1P7"	1.12	-0.11	0.07	0.82
"HACD4"	1.12	0.8	0.63	0.56
"IRAK4"	1.12	0.36	-0.04	1.32
"MAGED4B"	1.12	0.76	-0.26	0.15
"MBD2"	1.12	0.96	-0.33	1.09
"MTM1"	1.12	1.16	0.1	1.24
"NFIL3"	1.12	1.13	0.29	2.01
"PACRG"	1.12	-0.27	0.18	-0.29
"RAB36"	1.12	0.42	0.49	0.79
"RIBC1"	1.12	0.61	-0.54	1.04
"RP3-499B10.3"	1.12	0.84	0.18	0.68
"RPL23AP32"	1.12	0.57	-1.09	1.63
"SCG5"	1.12	1.57	1.38	5.09
"TJP1"	1.12	0.24	-0.06	1.24
"TM4SF1"	1.12	1.41	0.64	0.72
"C2orf27A"	1.11	0.72	-0.28	0.99
"CA8"	1.11	0.85	-0.68	1.04
"G6PC2"	1.11	0.87	-0.53	-0.33
"GRHL1"	1.11	-0.28	0.19	0.42
"LRRC47"	1.11	0.4	-0.15	0.85
"MOB3A"	1.11	0.6	0.16	1.2
"MYD88"	1.11	0.1	0.36	1.29
"NAP1L3"	1.11	0.45	-0.41	2.81
"PPP1R3B"	1.11	-0.05	0.12	1.01
"SLFN11"	1.11	1.93	-0.21	0.76
"TRIM6-TRIM34"	1.11	1.11	0.26	0
"TTC7A"	1.11	0.52	1.39	0.16
"WIPI1"	1.11	0.81	0.22	0.89
"AAK1"	1.1	0.63	0.14	1.77
"ANXA2P2"	1.1	0.9	0.3	1.04
"BASP1"	1.1	1.51	0.64	4.91
"BIN1"	1.1	1.54	0.66	2.62
"C11orf63"	1.1	0.32	-0.13	0.41
"CAV2"	1.1	0.99	-0.14	1.01
"EFCAB12"	1.1	0.7	-0.05	0.64
"FOXD1"	1.1	-1.11	-0.45	2.33
"GULP1"	1.1	0.37	-0.52	1.36
"LRRC1"	1.1	0.92	-0.44	-1.14
"P2RY11"	1.1	0.15	0.37	0.34
"RP11-1212A22.1"	1.1	-0.27	0.94	-0.18
"RP11-288H12.3"	1.1	-0.55	-0.42	1.09
"SYNPO2"	1.1	0.84	0.68	1.44
"TAP1"	1.1	-0.54	0.26	2.74
"ZNF552"	1.1	-0.92	-0.06	1.56
"ZNF677"	1.1	0.18	1.81	-0.68
"AKAIN1"	1.09	1.09	0	0
"ALDH3B1"	1.09	0.31	0.39	1.75
"BATF3"	1.09	0.68	0.17	1.81
"CEP44"	1.09	1.04	-0.22	1.56
"CFAP69"	1.09	0.41	0.39	0.35
"CTF1"	1.09	0.71	0.69	0
"ERCC5"	1.09	-0.2	-1.54	1.05
"GUSBP1"	1.09	0.45	1.35	-0.84
"IDO1"	1.09	0.2	0.9	0.7
"JADE1"	1.09	1.29	0.11	1.99
"KAZALD1"	1.09	0.64	0.25	1.56
"LRRC24"	1.09	0.71	0.82	-0.38
"MAP3K7CL"	1.09	0.64	-0.91	2.4
"MAPK4"	1.09	1.09	-0.16	0.16
"MIA2"	1.09	0.7	-0.53	0.67
"MMD"	1.09	1.77	-0.05	0.68
"MRLN"	1.09	0.3	-0.7	0.8
"NDNF"	1.09	0.63	0.45	0.85
"NFIX"	1.09	1.3	-0.37	2.18
"RP11-52B19.10"	1.09	0.23	-0.05	-0.3
"RP4-612C19.2"	1.09	0.54	0.11	0.92
"TCHH"	1.09	0.21	-0.51	1.15
"TMEM171"	1.09	0.44	0.58	2.69
"TMEM213"	1.09	0.32	-0.96	1.19
"USP18"	1.09	-0.1	0.51	2.12
"USP53"	1.09	0.65	-0.04	0.21
"AKAP13"	1.08	0.74	-0.24	1.21
"ALPP"	1.08	0.36	1.03	1.09
"B3GALT4"	1.08	0.23	-0.43	2.69
"BTBD8"	1.08	0.31	1.1	-0.05
"CARD6"	1.08	1.42	1	1.05
"DGKZ"	1.08	0.58	0.08	1.11
"DSP"	1.08	0.24	-0.03	0.53
"EIF3I"	1.08	1.02	0.21	1.98
"GJA1"	1.08	1.08	2.03	2.62
"GRIK2"	1.08	1.58	-0.72	3.35
"GTF2A1L"	1.08	0.92	-1.31	2.27
"IGFL2"	1.08	0.81	0.06	0.59
"KIF3B"	1.08	0.4	0.21	1.49
"KIF6"	1.08	0.28	2.7	-1.1
"OR6J1"	1.08	0.34	-0.2	0.4
"PHKB"	1.08	0.33	0.01	0.58
"PRKAG2"	1.08	1.11	0.38	1.69
"RP11-1070B7.1"	1.08	1.25	0.04	1
"RP11-212D19.4"	1.08	0.27	-1.02	2.44
"SLC17A5"	1.08	-0.14	0.56	0.57
"STEAP1B"	1.08	1.35	0.21	1.16
"TNFRSF1A"	1.08	0.94	0.66	1.63
"TUBA1A"	1.08	0.91	-0.07	2.21
"ZFP69"	1.08	1.58	-0.13	0.47
"ZSCAN31"	1.08	0.76	0.43	0.19
"AC026348.1"	1.07	0.02	0.38	0.21
"AP3S2"	1.07	-0.1	-0.17	1.3
"CCNJP2"	1.07	-0.12	-0.64	1.97
"CFAP157"	1.07	0.4	0	0.44
"CROCC2"	1.07	1.04	0.11	0
"FAM105A"	1.07	0.18	0.32	-0.93
"GPR141"	1.07	-0.96	-0.55	0.81
"HMGN1P14"	1.07	1.28	-0.23	0.4
"HSPG2"	1.07	0.55	-0.11	2.54
"MAPKBP1"	1.07	0.73	0.09	0.46
"PLPPR2"	1.07	1.37	0.84	1.05
"PPP1R13L"	1.07	0.51	-0.32	1.94
"RDH12"	1.07	0.63	0	-0.17
"RP11-298A10.1"	1.07	1.07	0	0
"SMG6"	1.07	0.47	-0.29	0.43
"SRCIN1"	1.07	-0.26	-0.63	0.63
"TTBK2"	1.07	-0.29	-0.33	0.74
"ZNF383"	1.07	-0.07	0.28	0.79
"ZNF543"	1.07	0.36	0.66	0.35
"ZSCAN12"	1.07	0.16	-0.07	0.79
"AKR1C2"	1.06	0.58	0.32	-0.17
"AMPD3"	1.06	1.5	0.59	1.45
"BATF2"	1.06	0.11	0.37	3.1
"CADM3"	1.06	1.06	2.19	0
"EDA2R"	1.06	0.73	-0.22	0.22
"EMILIN1"	1.06	0.49	0.49	1.54
"FAM124A"	1.06	0.55	-0.1	-0.27
"GOLGA6L10"	1.06	1.84	0.27	-0.53
"GPC1"	1.06	2.29	0.46	1.09
"IL22RA1"	1.06	0.34	0.48	2.27
"ILDR2"	1.06	1.21	0.1	-0.4
"MATN2"	1.06	0.72	-0.58	2.94
"MMGT1"	1.06	-0.13	-0.5	1.04
"NLRP10"	1.06	0.58	-1.53	1.59
"OBFC1"	1.06	0.85	1.58	1.28
"OR2W3"	1.06	0.42	-0.1	-0.12
"PBXIP1"	1.06	0.6	-0.17	1.68
"PSPN"	1.06	0.55	-0.36	0.77
"RP11-701H24.9"	1.06	0.23	-1.47	1.6
"RPSAP36"	1.06	0.64	-0.74	1.11
"SEC24D"	1.06	0.75	0.13	1.43
"SLC6A13"	1.06	1.14	0	-0.08
"SMURF2"	1.06	0.48	-0.52	2.67
"TRPA1"	1.06	0.74	0.79	1.5
"ZYX"	1.06	0.83	0.35	2.28
"ADAM32"	1.05	0.27	-0.52	1.14
"ADAMTS4"	1.05	-0.19	0.33	-0.1
"ADAMTS9"	1.05	-0.31	0.04	2.28
"ARHGAP23"	1.05	0.7	1.22	1.64
"ATG2B"	1.05	-0.41	-0.31	0.55
"CHRNA6"	1.05	1.38	0.36	-1.21
"CHST3"	1.05	0.69	0.96	0.87
"CKB"	1.05	0.67	-0.94	2.22
"COL4A5"	1.05	1.05	0.12	0
"CORO2B"	1.05	0.91	1.97	2.06
"CRY2"	1.05	0.46	-0.47	1.21
"GALR1"	1.05	0.44	-1.15	1.37
"GOLGA8Q"	1.05	0.69	-0.68	0.85
"HES4"	1.05	0.8	-0.01	0.25
"IFIH1"	1.05	0.24	-0.14	2.35
"MT1E"	1.05	0.74	1.06	0.12
"MYO6"	1.05	0.14	-0.53	1.02
"NRG4"	1.05	0.48	0.88	-0.34
"PLEKHG1"	1.05	0.91	1.98	-1.8
"RFTN2"	1.05	1.09	-0.46	1.69
"RGAG4"	1.05	0.75	0.89	1.93
"RGS3"	1.05	1.09	0.37	2.45
"RP11-553D4.2"	1.05	-0.07	0.86	0.26
"RP4-730K3.3"	1.05	0.45	-0.24	0.51
"RPL5P30"	1.05	0.66	-0.21	0.67
"SBF1"	1.05	-0.09	0.01	0.65
"SLC17A7"	1.05	-0.16	0.28	2.09
"YY2"	1.05	0.65	0.19	1.02
"A2ML1"	1.04	0.42	0.16	0.57
"CDH19"	1.04	0.06	-0.92	-0.4
"CNKSR1"	1.04	0.52	0.71	0.44
"CYLC2"	1.04	1.23	0.13	-0.14
"DAG1"	1.04	0.62	-0.14	2.16
"FAM169A"	1.04	1.47	0.38	-0.68
"FOSL2"	1.04	1.28	-0.15	2.76
"MAP2"	1.04	0.42	-1.11	1.81
"MT-ND5"	1.04	0.28	-0.07	0.31
"NKX3-2"	1.04	0.8	-0.26	0.98
"NT5C1B"	1.04	0.58	0.74	1.16
"RP4-673D20.3"	1.04	0.07	-0.29	1.21
